,Absolute Distance to BestKnownHypervolume,Best known hypervolume,BestKnownFront,Bounds,Crowding,Encoding.Bounds,Encoding.ProblemSize,Execution Time,Generational Distance,Hypervolume,Pareto Front,ProblemSize,Seed,Spacing,TestFunction
NSGA-II Run 23,0.012098937,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.082931678,[[0;1]],50,00:26.5,0.000598234,120.6545677,[[0;1.00000015247059][1;7.61278810436753E-08][0.839681128225127;0.0836589188323097][0.0220215117349705;0.851603683767266][...]],50,879520240,0.012179598,ZDT1
NSGA-II Run 22,0.006209161,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.104535012,[[0;1]],50,00:28.1,0.00138933,128.771907,[[0.851834992004416;-0.773369010417305][0;1.0000000000048][0.65251783038821;-0.458263313519098][0.618397744443614;-0.124235026265419][...]],50,913529462,0.015810422,ZDT3
NSGA-II Run 22,0.011726907,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.044857618,[[0;1][-5;5]],30,00:27.6,0.000404326,120.6549398,[[0;1][1;6.49946120372391E-05][0.006557715441883;0.919025536091853][0.208742035594024;0.543146730673593][...]],30,1704936688,0.008070954,ZDT4
NSGA-II Run 22,0.011272811,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.081160235,[[0;1]],50,00:27.6,0.000349989,120.3220605,[[0;1.00000076851762][1;1.50695202641331E-06][0.21314078097162;0.954571917169415][0.17440071807586;0.969585260786318][...]],50,2081408432,0.012460014,ZDT2
NSGA-II Run 24,0.011729963,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.083337567,[[0;1]],50,00:26.3,0.000435171,120.6549367,[[1;4.66904787847583E-07][0;1.00000094940086][0.0229020482705287;0.848666749220658][0.677843291185701;0.176688643852959][...]],50,920231118,0.008162633,ZDT1
NSGA-II Run 23,0.006340581,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.109829958,[[0;1]],50,00:28.1,0.001373414,128.7717755,[[0;1.00000000000144][0.851844485310742;-0.773368955395986][0.652516387592867;-0.458263318570145][0.618416192318032;-0.124556967904929][...]],50,177091438,0.013436966,ZDT3
NSGA-II Run 23,1.136975179,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.044367589,[[0;1][-5;5]],30,00:27.2,0.046989394,119.5296915,[[0;1][1;0.105479459120937][0.617754852886859;0.296930340551195][0.541386276899579;0.34182116804417][0.197908773267283;0.602055453503204][...]],30,219733108,0.013070309,ZDT4
NSGA-II Run 23,0.012240465,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.081707887,[[0;1]],50,00:27.2,0.000399716,120.3210929,[[0;1.00000038977704][1;7.79464813164349E-07][0.506282058064544;0.7436789862761][0.274171878139603;0.924830221279897][...]],50,787786361,0.012807357,ZDT2
NSGA-II Run 25,0.013439654,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.082917417,[[0;1]],50,00:26.7,0.000410523,120.653227,[[0;1.00000068636086][1;3.43382650103755E-07][0.00612990581483164;0.92170695502948][0.103819531288159;0.677790210855348][...]],50,1563071759,0.012318462,ZDT1
NSGA-II Run 24,0.006391091,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.11268993,[[0;1]],50,00:28.6,0.001272222,128.771725,[[0;1.00000003841506][0.851854754453531;-0.773368789620258][0.652502962659815;-0.458263278038938][0.618398834512145;-0.124254028866165][...]],50,710972604,0.016524304,ZDT3
NSGA-II Run 24,1.155567946,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.044279736,[[0;1][-5;5]],30,00:27.5,0.049951555,119.5110987,[[0;1][1;0.107268300747087][0.568912187321637;0.326645798730649][0.646138067793422;0.282398033869364][...]],30,1027405618,0.011451263,ZDT4
NSGA-II Run 24,0.011468655,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.081740459,[[0;1]],50,00:27.5,0.000294973,120.3218647,[[0;1.00000032593574][1;6.52029326050366E-07][0.644817912124501;0.584210370939848][0.434820989307649;0.810931161616052][...]],50,1417983774,0.012812885,ZDT2
NSGA-II Run 1,0.094056819,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.06742372,[[0;1]],30,00:26.2,0.00369823,117.4245184,[[0.280775318859211;0.925523108439172][0.999999999999806;0.00804344795727158][0.62956458322647;0.609480981182074][...]],30,400934948,0.009230712,ZDT6
NSGA-II Run 25,0.007100156,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.110122632,[[0;1]],50,00:26.8,0.001333242,128.771016,[[0.85183687091777;-0.773369005561902][0;1.00000000000017][0.453882035890671;-0.124218444747416][0.823341272885621;-0.458456991311324][...]],50,739970631,0.018837412,ZDT3
NSGA-II Run 2,0.116779075,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.066046404,[[0;1]],30,00:23.3,0.004733572,117.4017961,[[0.999999998816171;0.0101911844845637][0.280775318817289;0.926910464704987][0.511814442797711;0.744738856562936][...]],30,95301829,0.010354627,ZDT6
NSGA-II Run 3,0.080793331,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067050614,[[0;1]],30,00:22.1,0.003074408,117.4377819,[[0.280775318862613;0.924808096463565][0.999999995744228;0.00688228780066555][0.746324684846289;0.448364543642669][...]],30,1487830336,0.007078775,ZDT6
NSGA-II Run 4,0.067981609,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067146376,[[0;1]],30,00:21.9,0.002542624,117.4505936,[[1;0.0056571951379023][0.280775318858934;0.924221955824288][0.461560344641729;0.79040353443727][0.663187436689859;0.564261990101833][...]],30,1478751214,0.008503437,ZDT6
NSGA-II Run 5,0.078036919,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067410222,[[0;1]],30,00:21.8,0.002959475,117.4405383,[[0.999999493146716;0.00647174781335097][0.280775318815577;0.924746817788831][0.752890534028223;0.438345255279416][...]],30,1737373630,0.009767084,ZDT6
NSGA-II Run 6,0.122053594,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.06710044,[[0;1]],30,01:05.5,0.004865281,117.3965216,[[0.280775318947666;0.926940415735889][0.999999807303644;0.0108091275499322][0.962335800925405;0.0844590266565414][...]],30,1906447325,0.007403474,ZDT6
NSGA-II Run 7,0.089981962,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067196289,[[0;1]],30,00:39.7,0.003444912,117.4285932,[[0.280775318815369;0.925328312965063][0.999999945576635;0.00769303289892734][0.340159209579551;0.888595776529799][...]],30,2055516960,0.008593931,ZDT6
NSGA-II Run 8,0.065117896,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067278493,[[0;1]],30,00:41.6,0.002410102,117.4534573,[[0.280775318815369;0.924033955264062][1;0.00530814109289738][0.31487728670607;0.903784641064681][0.868030126745982;0.251220674716417][...]],30,1724844586,0.007629771,ZDT6
NSGA-II Run 9,0.073487676,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.066745641,[[0;1]],30,00:42.3,0.002802639,117.4450875,[[0.280775318815515;0.924556285452528][1;0.00616080851117223][0.344956106022983;0.884516730942536][0.874795279930935;0.240266512054561][...]],30,1666180500,0.010849161,ZDT6
NSGA-II Run 10,0.090635204,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.066177412,[[0;1]],30,00:47.1,0.003470277,117.42794,[[0.28077531881537;0.925364790818108][0.999999992522208;0.00778790165781665][0.915235190744528;0.169502583640288][...]],30,224043151,0.010656022,ZDT6
NSGA-II Run 11,0.07449824,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067634635,[[0;1]],30,00:44.6,0.002870936,117.444077,[[0.280775318815369;0.924659923694549][0.999999808751484;0.00625935897959532][0.738908948962271;0.458771791644456][...]],30,968822170,0.008571357,ZDT6
NSGA-II Run 12,0.086514625,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.066481945,[[0;1]],30,00:43.1,0.003297707,117.4320606,[[0.280775318815372;0.925169445155246][1;0.00740968156812997][0.38109832966576;0.859013838419638][0.581907460039252;0.666355143180685][...]],30,348774770,0.007904239,ZDT6
NSGA-II Run 13,0.107026672,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.068363269,[[0;1]],30,00:39.8,0.004264793,117.4115485,[[0.999959536782174;0.00935434247908864][0.280775318852295;0.926179138903268][0.343038285166871;0.887647428216759][...]],30,447691177,0.009771532,ZDT6
NSGA-II Run 14,0.078159727,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067066745,[[0;1]],30,00:41.1,0.003026513,117.4404155,[[0.280775318819087;0.92479879562769][0.999999117966291;0.00666864257992165][0.878892589188755;0.233511103611857][...]],30,245672418,0.006910608,ZDT6
NSGA-II Run 15,0.081085251,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067291946,[[0;1]],30,00:43.4,0.003127104,117.4374899,[[1;0.00688918713200518][0.280775318935126;0.924905848688605][0.771485804519322;0.410404617172002][0.950014870394085;0.10409853314946][...]],30,1881853543,0.007304874,ZDT6
NSGA-II Run 16,0.041503766,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067271022,[[0;1]],30,01:22.1,0.001440919,117.4770714,[[0.28077531881537;0.92284791312423][0.999999999999471;0.00311947732546938][0.919237876310739;0.15789755050003][...]],30,784648915,0.008022298,ZDT6
NSGA-II Run 17,0.081498524,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.068009745,[[0;1]],30,00:22.0,0.003139398,117.4370767,[[0.999999979933263;0.00693456377626573][0.280775319472577;0.924958090514413][0.76055760799109;0.427041574352421][...]],30,842410608,0.009459375,ZDT6
NSGA-II Run 18,0.068639286,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067478936,[[0;1]],30,00:21.6,0.002545728,117.4499359,[[0.999999809232603;0.00563187990504192][0.28077531881537;0.924223958887264][0.315895930895215;0.903345769431263][...]],30,1131915946,0.00588251,ZDT6
NSGA-II Run 19,0.094088119,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.066740708,[[0;1]],30,00:21.4,0.003675266,117.4244871,[[0.28077531883057;0.925599307349922][0.999995611455717;0.00812940862744812][0.441205258217446;0.810261095502855][...]],30,1489142490,0.008565645,ZDT6
NSGA-II Run 20,0.08997977,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067312708,[[0;1]],30,00:21.5,0.003473182,117.4285954,[[0.999999999999933;0.00776944860399719][0.28077531881537;0.925369099027141][0.879453635008319;0.233468600230742][...]],30,258135668,0.009272682,ZDT6
NSGA-II Run 27,0.011684446,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.082007654,[[0;1]],50,00:33.1,0.000572208,120.6549822,[[0;1.00000113368981][1;5.66780478654569E-07][0.800246970775646;0.105436351062443][0.844483635892216;0.0810427051374419][...]],50,1781892875,0.011036581,ZDT1
NSGA-II Run 26,0.011604925,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.082744249,[[0;1]],50,00:34.3,0.000385502,120.3217284,[[0;1.00000096874341][1;2.03831760484329E-06][0.8150996921694;0.335614190327884][0.709268845363876;0.496951030302622][...]],50,322189365,0.011454274,ZDT2
NSGA-II Run 26,1.134801049,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.045630608,[[0;1][-5;5]],30,00:34.4,0.046595204,119.5318656,[[0;1][1;0.105480862531095][0.777684852106261;0.211155457196274][0.111716717104501;0.701015484641482][...]],30,2124160977,0.00951949,ZDT4
NSGA-II Run 27,0.006686623,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.106538154,[[0;1]],50,00:35.2,0.000965332,128.7714295,[[0;1.00000000000001][0.851817321461513;-0.773368910454623][0.453882262287397;-0.124218444742906][0.257761593705698;0.242161085554974][...]],50,1528483345,0.017486245,ZDT3
NSGA-II Run 22,0.070838055,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067767925,[[0;1]],30,00:42.1,0.00264214,117.4477371,[[0.280775318815369;0.924341339549054][0.99999999999914;0.00580758041079254][0.904644663315519;0.186964816963508][...]],30,1223273306,0.008945252,ZDT6
NSGA-II Run 28,0.012746354,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.083005374,[[0;1]],50,00:33.2,0.000512051,120.6539203,[[0;1.00000058523804][1;2.94971338065914E-07][0.757539421227883;0.129635468122191][0.0521627679700179;0.771608831428517][...]],50,302861516,0.011808357,ZDT1
NSGA-II Run 27,0.020119468,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.045173795,[[0;1][-5;5]],30,00:34.5,0.000741784,120.6465472,[[0;1][1;0.000804831391056693][0.93366761112914;0.03451289683745][0.0136797656957098;0.88313360328366][...]],30,6248469,0.012241321,ZDT4
NSGA-II Run 27,0.011597559,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.082859514,[[0;1]],50,00:34.6,0.00037449,120.3217358,[[1;3.187268193992E-06][0;1.0000015756095][0.639923800380071;0.590499762201673][0.979641983464632;0.0403047698936022][...]],50,1219152974,0.012306019,ZDT2
NSGA-II Run 28,0.00621528,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.109772744,[[0;1]],50,00:35.0,0.001264881,128.7719009,[[0.851835068904965;-0.773369010279172][0;1.00000000000059][0.65252204316053;-0.45826329106632][0.823333689173649;-0.45830197927992][...]],50,878683807,0.017143878,ZDT3
NSGA-II Run 23,0.073961357,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067667539,[[0;1]],30,00:42.8,0.002756979,117.4446138,[[0.999999456304126;0.00613166798327591][0.280775318816568;0.924467905003733][0.576820791969378;0.671366460988036][...]],30,434684321,0.008654267,ZDT6
NSGA-II Run 29,0.012830373,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.081665785,[[0;1]],50,00:33.8,0.000517444,120.6538363,[[1;1.61567425466054E-07][0;1.00000032675931][0.120352414631192;0.65308182263033][0.0976047473210718;0.687582693561668][...]],50,471498049,0.009732526,ZDT1
NSGA-II Run 28,0.02250559,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.047546997,[[0;1][-5;5]],30,00:35.0,0.000749232,120.6441611,[[0;1][1;0.000907202921099692][0.65709626728059;0.190120646978334][0.0559457410812157;0.763686064883186][...]],30,1822518737,0.009888719,ZDT4
NSGA-II Run 28,0.010838149,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.081653265,[[0;1]],50,00:35.2,0.000399632,120.3224952,[[0;1.00000134002945][1;2.57644471570489E-06][0.781191896505207;0.389744685667886][0.749269330699081;0.438597525234571][...]],50,1310264285,0.007053791,ZDT2
NSGA-II Run 29,0.006714021,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.11266729,[[0;1]],50,00:36.0,0.001205708,128.7714021,[[0.851824598952019;-0.773368983514578][0;1.00000000000002][0.618399772675976;-0.124270426493398][0.453881316605659;-0.124218444608083][...]],50,1641666199,0.016406877,ZDT3
NSGA-II Run 24,0.088609531,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.068036381,[[0;1]],30,00:43.5,0.003415712,117.4299657,[[0.280775318815591;0.925271159902044][0.999999999999999;0.00760200454368936][0.855954177358848;0.273953033715831][...]],30,186787559,0.008977953,ZDT6
NSGA-II Run 30,0.011061114,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.080268878,[[0;1]],50,00:34.0,0.0004239,120.6556056,[[1;7.59021620480499E-07][0;1.00000151801795][0.334444922812966;0.421688951106068][0.289947882341809;0.46153302344401][...]],50,411750728,0.011753783,ZDT1
NSGA-II Run 29,0.012503583,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.045290042,[[0;1][-5;5]],30,00:35.6,0.000522653,120.6541631,[[0;1][1;8.29662703990541E-05][0.664018735168852;0.185194162009094][0.574448865404341;0.242138847172923][...]],30,405223726,0.008261759,ZDT4
NSGA-II Run 29,0.01082585,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.082237899,[[0;1]],50,00:35.5,0.000302245,120.3225075,[[0;1.00000153239267][1;3.08798160027248E-06][0.660937503713053;0.563163848970229][0.820965421970237;0.326018375292429][...]],50,520591812,0.009661965,ZDT2
NSGA-II Run 30,0.006867715,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.108670184,[[0;1]],50,00:36.0,0.001179771,128.7712484,[[0.851835112549808;-0.773369010197279][0;1.00000000000058][0.652513929105485;-0.458263324069241][0.823339195402406;-0.458414530136952][...]],50,814269166,0.019163439,ZDT3
NSGA-II Run 31,0.011598211,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.081972403,[[0;1]],50,00:34.2,0.000547278,120.6550685,[[0;1.0000016420498][1;8.23399810613005E-07][0.633205433956031;0.204258974518662][0.510399921483409;0.285578309245432][...]],50,661881148,0.012286032,ZDT1
NSGA-II Run 25,0.100315419,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067790354,[[0;1]],30,00:43.8,0.003940393,117.4182598,[[0.999999998928361;0.00865295030168154][0.28077531881537;0.925898837982087][0.748195189284939;0.447061605486699][...]],30,1643519375,0.010596824,ZDT6
NSGA-II Run 30,0.011773501,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.045128897,[[0;1][-5;5]],30,00:35.6,0.000580216,120.6548932,[[0;1][1;4.12436652945658E-05][0.828031890850207;0.0900754824238075][0.00842920859168972;0.908193113996062][...]],30,1882628977,0.009880729,ZDT4
NSGA-II Run 30,0.010806694,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.080845933,[[0;1]],50,00:35.8,0.000419429,120.3225266,[[1;2.98728672471621E-06][0;1.00000147150127][0.481998293818317;0.767679513573149][0.629510729468328;0.60371837637049][...]],50,201382269,0.009920719,ZDT2
NSGA-II Run 31,0.006730675,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.108411192,[[0;1]],50,00:36.1,0.000956413,128.7713855,[[0.851824370489133;-0.773368981898175][0;1.00000000000341][0.82335098621172;-0.458655491125004][0.652515105380768;-0.458263321924984][...]],50,705550316,0.017319226,ZDT3
NSGA-II Run 32,0.013636121,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.0806487,[[0;1]],50,00:34.1,0.000455618,120.6530305,[[0;1.00000060074844][1;3.00694250477654E-07][0.851399790967263;0.0772997741612761][0.201182695347937;0.551466528247776][...]],50,373516482,0.011141498,ZDT1
NSGA-II Run 31,1.136610473,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.044754541,[[0;1][-5;5]],30,00:35.4,0.045630112,119.5300562,[[0;1][1;0.105463356023724][0.928815589889194;0.137889601053686][0.0454042441451623;0.809389701604561][...]],30,1147320805,0.010388838,ZDT4
NSGA-II Run 31,0.011240984,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.08200741,[[0;1]],50,00:36.2,0.0004052,120.3220923,[[1;3.46329887691618E-06][0;1.00000173454222][0.867857509529619;0.246826444320234][0.898922066392002;0.191942274341033][...]],50,1734237947,0.010577804,ZDT2
NSGA-II Run 32,0.006527413,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.097990025,[[0;1]],50,00:36.6,0.00112031,128.7715887,[[0.851812193394592;-0.773368832150908][0;1.00000000000009][0.618401270855818;-0.124296574580267][0.453877160371685;-0.124218439211618][...]],50,1230331806,0.021042046,ZDT3
NSGA-II Run 26,0.096645647,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067421657,[[0;1]],30,00:44.2,0.003786024,117.4219295,[[0.99999999996629;0.00844237725651618][0.280775319032592;0.925712918994498][0.496347596691726;0.758955586326196][...]],30,1306131539,0.005509668,ZDT6
NSGA-II Run 33,0.011416595,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.082032198,[[0;1]],50,00:34.7,0.000634626,120.6552501,[[1;2.61451829121128E-07][0;1.00000051484632][0.229763358322358;0.520664046333581][0.948854412462059;0.0259086917113048][...]],50,398801089,0.008697195,ZDT1
NSGA-II Run 32,1.134989438,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.044801141,[[0;1][-5;5]],30,00:35.2,0.047214202,119.5316772,[[0;1][1;0.105480860530261][0.169454222776878;0.631772837729613][0.297832470879987;0.511824870181381][...]],30,195534321,0.008974015,ZDT4
NSGA-II Run 32,0.011828114,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.080873513,[[0;1]],50,00:35.8,0.000427513,120.3215052,[[1;3.18933284169944E-06][0;1.00000164494664][0.976351844996119;0.0467402906878961][0.906058416332406;0.179061114547641][...]],50,1109004874,0.011369973,ZDT2
NSGA-II Run 33,0.006282757,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.108222054,[[0;1]],50,00:36.1,0.000919555,128.7718334,[[0;1.00000000001417][0.851832971948446;-0.773369012314196][0.618399634667002;-0.124268017749851][0.652512753669546;-0.458263325307356][...]],50,1818288191,0.017389342,ZDT3
NSGA-II Run 27,0.082505568,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067472277,[[0;1]],30,00:44.8,0.003782466,117.4360696,[[0.280775318815396;0.925865143901281][0.999999999938605;0.00681193669087288][0.689492874942699;0.530877577548293][...]],30,689034478,0.009091736,ZDT6
NSGA-II Run 34,0.011122132,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.081616749,[[0;1]],50,00:35.3,0.000452316,120.6555445,[[0;1.00000221380767][1;1.11031204363507E-06][0.432722535781716;0.3421850114009][0.459133440515445;0.322407643446122][...]],50,1266559117,0.011738556,ZDT1
