, Count, Minimum, Maximum, Average, Median, Standard Deviation, Variance, 25th Percentile, 75th Percentile, Avg. of Upper 25 %,  Avg. of Lower 25 %, Avg. of First 25 %, Avg. of Last 25 %, Slope, Intercept, Average Relative Error
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 4, 45, 33, 6633, 1855.2222222222222, 633, 2610.1975620882254, 6813131.3131313147, 33, 1033, 6123.909090909091, 33, 6123.909090909091, 33, -160.07905138339922, 5376.9613526570047, 0.64880075125184233
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 5, 42, 33, 6633, 1904.4285714285713, 633, 2685.0340157072919, 7209407.6655052258, 233, 633, 6633, 93, 6633, 105.72727272727273, -171.34754071793211, 5417.0531561461794, 0.6129042982975631
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 6, 46, 33, 6633, 1915.608695652174, 433, 2581.1542937071204, 6662357.4879227038, 33, 1633, 6178.454545454545, 33, 6178.454545454545, 33, -160.45636756090039, 5525.8769657724333, 0.69624233009734249
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 7, 49, 33, 6633, 1649.3265306122448, 433, 2565.0980275920178, 6579727.8911564611, 33, 833, 5666.333333333333, 33, 5666.333333333333, 79.15384615384616, -137.53061224489795, 4950.0612244897957, 0.58691560606687188
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 8, 50, 33, 6633, 1753, 633, 2499.3060261290325, 6246530.6122448966, 233, 1233, 5733, 66.333333333333329, 5733, 79.15384615384616, -136.37454981992798, 5094.176470588236, 0.63268381058644041
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 9, 44, 33, 6633, 1783, 633, 2670.4672529048562, 7131395.348837208, 233, 633, 6087.545454545455, 69.36363636363636, 6087.545454545455, 105.72727272727273, -160.88794926004229, 5242.09090909091, 0.59890296455352443
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 10, 50, 33, 6633, 1785, 633, 2496.5478205730733, 6232751.0204081619, 233, 1433, 5766.333333333333, 66.333333333333329, 5766.333333333333, 79.15384615384616, -138.31452581032414, 5173.7058823529414, 0.65225097991920511
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 11, 45, 33, 6633, 1744.1111111111111, 633, 2652.8048811350109, 7037373.7373737385, 233, 633, 6087.545454545455, 51.18181818181818, 6087.545454545455, 83, -155.88932806324109, 5173.6763285024153, 0.59567757882870709
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 12, 47, 33, 6633, 1777.6808510638298, 633, 2579.7546656727131, 6655134.1350601315, 33, 1033, 6123.909090909091, 33, 6123.909090909091, 33, -149.9768732654949, 5227.1489361702124, 0.63540353461061017
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 13, 47, 33, 6633, 1696.8297872340424, 633, 2604.3797168477977, 6782793.7095282143, 233, 633, 6087.545454545455, 51.18181818181818, 6087.545454545455, 66.333333333333329, -145.12025901942644, 5034.5957446808507, 0.583721016765832
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 14, 43, 33, 6633, 1772.5348837209303, 433, 2719.4309221638305, 7395304.5404208219, 33, 833, 6633, 33, 6633, 33, -170.25067955300514, 5347.7991543340377, 0.61796165996101315
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 15, 49, 33, 6633, 1624.8367346938776, 433, 2579.7154829145629, 6654931.9727891171, 33, 833, 5666.333333333333, 33, 5666.333333333333, 33, -138.87755102040816, 4957.8979591836733, 0.591705105926247
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 16, 42, 33, 6633, 1833, 633, 2727.6363393971706, 7439999.9999999972, 33, 633, 6633, 33, 6633, 69.36363636363636, -174.57256300137752, 5411.7375415282386, 0.61647510118372639
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 17, 48, 33, 6633, 1741.3333333333333, 433, 2574.492995600719, 6628014.1843971638, 33, 1233, 5733, 33, 5733, 33, -147.41641337386019, 5205.6190476190477, 0.64263492385116572
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 18, 44, 33, 6633, 1687.5454545454545, 433, 2718.879261708084, 7392304.4397462951, 33, 433, 6069.363636363636, 33, 6069.363636363636, 33, -161.26849894291755, 5154.818181818182, 0.58050128737826556
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 19, 44, 33, 6633, 1773.909090909091, 633, 2676.1929034842797, 7162008.4566596178, 133, 633, 6087.545454545455, 33, 6087.545454545455, 87.545454545454547, -161.84637068357998, 5253.60606060606, 0.603469110267504
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 20, 49, 33, 6633, 1730.9591836734694, 433, 2543.6595844634276, 6470204.081632656, 33, 1233, 5733, 33, 5733, 63.769230769230766, -141.48979591836735, 5126.7142857142862, 0.631709050908402
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 21, 42, 33, 6633, 1890.1428571428571, 433, 2699.3353163002525, 7286411.1498257853, 33, 833, 6633, 33, 6633, 33, -176.3228263511871, 5504.7607973421927, 0.64215505235780457
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 22, 47, 33, 6633, 1701.0851063829787, 433, 2615.0988328632861, 6838741.9056429211, 33, 1033, 6123.909090909091, 33, 6123.909090909091, 33, -149.6299722479186, 5142.5744680851067, 0.615486917611334
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 23, 47, 33, 6633, 1696.8297872340424, 633, 2604.3797168477977, 6782793.7095282143, 233, 633, 6087.545454545455, 51.18181818181818, 6087.545454545455, 66.333333333333329, -145.12025901942644, 5034.5957446808507, 0.583721016765832
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 24, 50, 33, 6633, 1753, 633, 2499.3060261290329, 6246530.6122448994, 233, 1233, 5733, 66.333333333333329, 5733, 79.15384615384616, -136.14405762304921, 5088.5294117647054, 0.63054696839530378
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 25, 47, 33, 6433, 1650.0212765957447, 433, 2531.1381826240677, 6406660.499537468, 33, 833, 5923.909090909091, 33, 5923.909090909091, 33, -144.07955596669751, 4963.8510638297876, 0.60915927547950688
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 26, 44, 33, 6633, 2001.1818181818182, 633, 2590.121908531929, 6708731.5010570819, 133, 1433, 6160.272727272727, 33, 6160.272727272727, 87.545454545454547, -167.99154334038056, 5613, 0.694094132975358
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 27, 42, 33, 6633, 1813.952380952381, 433, 2740.0585800430185, 7507921.0220673634, 33, 833, 6633, 33, 6633, 33, -177.23037031034761, 5447.1749723145067, 0.62964113663917
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 28, 47, 33, 6633, 1862.7872340425531, 433, 2576.8125654041651, 6639962.9972247938, 33, 1633, 6178.454545454545, 33, 6178.454545454545, 33, -156.22109158186865, 5455.8723404255325, 0.69098962440956213
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 29, 49, 33, 6633, 1653.408163265306, 433, 2561.9799953548904, 6563741.4965986433, 233, 833, 5666.333333333333, 66.333333333333329, 5666.333333333333, 94.538461538461533, -136.89795918367346, 4938.9591836734689, 0.5829446453926439
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 30, 47, 33, 6633, 1679.8085106382978, 233, 2617.736415454307, 6852543.9407955632, 233, 833, 6105.727272727273, 51.18181818181818, 6105.727272727273, 66.333333333333329, -147.08603145235892, 5062.7872340425529, 0.593538481042971
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 31, 49, 33, 6633, 1657.4897959183672, 433, 2559.8283318291819, 6552721.0884353733, 233, 833, 5666.333333333333, 66.333333333333329, 5666.333333333333, 79.15384615384616, -137.10204081632651, 4947.9387755102034, 0.58566732416299
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 32, 45, 33, 6633, 1726.3333333333333, 433, 2669.8995554821222, 7128363.6363636348, 33, 1033, 6123.909090909091, 33, 6123.909090909091, 33, -158.89328063241106, 5221.985507246377, 0.61095653867612043
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 33, 49, 33, 6633, 1779.9387755102041, 433, 2531.0654904618332, 6406292.5170068005, 233, 1433, 5766.333333333333, 66.333333333333329, 5766.333333333333, 79.15384615384616, -142.85714285714286, 5208.5102040816328, 0.65040218747511225
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 34, 45, 33, 6633, 1744.1111111111111, 233, 2657.940267321007, 7064646.4646464651, 233, 833, 6105.727272727273, 51.18181818181818, 6105.727272727273, 66.333333333333329, -158.02371541501975, 5220.6328502415454, 0.6097379176504758
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 35, 50, 33, 6633, 1793, 433, 2508.4347505883393, 6292244.8979591839, 233, 1633, 5799.666666666667, 66.333333333333329, 5799.666666666667, 79.15384615384616, -140.21608643457384, 5228.2941176470595, 0.6639708296395882
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 36, 45, 33, 6633, 1744.1111111111111, 233, 2657.940267321007, 7064646.464646467, 233, 833, 6105.727272727273, 51.18181818181818, 6105.727272727273, 66.333333333333329, -158.05006587615284, 5221.2125603864733, 0.60994128225096356
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 37, 48, 33, 6633, 1774.6666666666667, 633, 2542.8944250081622, 6466312.0567375915, 233, 1033, 5699.666666666667, 66.333333333333329, 5699.666666666667, 83, -143.39991315675206, 5144.56462585034, 0.623300088664885
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 38, 49, 33, 6633, 1771.7755102040817, 433, 2536.7972201290386, 6435340.136054418, 33, 1433, 5766.333333333333, 33, 5766.333333333333, 94.538461538461533, -143.24489795918367, 5209.65306122449, 0.65098601208251639
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 39, 48, 33, 6633, 1824.6666666666667, 433, 2562.8967432013446, 6568439.7163120583, 33, 1633, 5799.666666666667, 33, 5799.666666666667, 33, -151.32435953104647, 5380.7891156462583, 0.68330019063740854
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 40, 48, 33, 6633, 1674.6666666666667, 633, 2581.0960341662321, 6662056.7375886505, 233, 633, 5633, 66.333333333333329, 5633, 66.333333333333329, -140.034737299175, 4965.482993197279, 0.57692493037505388
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 41, 48, 33, 6633, 1841.3333333333333, 433, 2551.5813480832871, 6510567.3758865241, 33, 1633, 5799.666666666667, 33, 5799.666666666667, 49.666666666666664, -150.36908380373427, 5375.0068027210882, 0.680697790449567
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 42, 48, 33, 6633, 1658, 433, 2596.4378216514506, 6741489.3617021292, 33, 833, 5666.333333333333, 33, 5666.333333333333, 33, -143.50846721667389, 5030.4489795918362, 0.59876343272981825
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 43, 49, 33, 6633, 1743.204081632653, 633, 2525.8863871552758, 6380102.0408163322, 233, 1033, 5699.666666666667, 66.333333333333329, 5699.666666666667, 94.538461538461533, -138.75510204081633, 5073.3265306122448, 0.61610557110489106
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 44, 48, 33, 6633, 1716.3333333333333, 633, 2566.8370579897555, 6588652.4822695041, 233, 1033, 5699.666666666667, 66.333333333333329, 5699.666666666667, 66.333333333333329, -142.09726443768997, 5055.6190476190477, 0.60066303277374444
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 45, 45, 33, 6433, 1690.7777777777778, 633, 2573.5091791072937, 6622949.4949494954, 233, 633, 5905.727272727273, 51.18181818181818, 5905.727272727273, 83, -150.93544137022397, 5011.3574879227053, 0.59336252528076494
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 46, 47, 33, 6633, 1709.5957446808511, 633, 2597.5082345735013, 6747049.0286771487, 233, 633, 6087.545454545455, 69.36363636363636, 6087.545454545455, 83, -144.61147086031451, 5035.6595744680853, 0.58270597325049422
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 47, 45, 33, 6633, 1766.3333333333333, 633, 2643.0010490831341, 6985454.5454545468, 33, 633, 6087.545454545455, 33, 6087.545454545455, 83, -155.73122529644269, 5192.420289855072, 0.59888830134173343
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 48, 46, 33, 6633, 1728.6521739130435, 633, 2623.9034976952548, 6884869.5652173916, 233, 633, 6087.545454545455, 51.18181818181818, 6087.545454545455, 66.333333333333329, -150.2559358618563, 5109.41073080481, 0.590802061867654
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 49, 43, 33, 6633, 1809.7441860465117, 633, 2696.1027613330643, 7268970.0996677745, 233, 633, 6633, 53, 6633, 87.545454545454547, -167.71368166717005, 5331.7315010570828, 0.6101041639214182
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=5} Run 50, 43, 33, 6633, 1986.4883720930231, 433, 2639.9268421690076, 6969213.7320044292, 33, 1433, 6633, 33, 6633, 33, -176.07973421926911, 5684.1627906976746, 0.701414678882422
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 1, 50, 55, 6655, 1915, 955, 2449.9895876496771, 6002448.9795918353, 355, 1555, 5805, 105, 5805, 124.23076923076923, -138.29531812725091, 5303.2352941176468, 0.67708846084333363
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 2, 47, 55, 6955, 2033.7234042553191, 655, 2670.6078261253692, 7132146.1609620694, 55, 1855, 6491.363636363636, 55, 6491.363636363636, 55, -164.25763182238668, 5811.6489361702133, 0.71119505581651488
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 3, 49, 55, 6955, 1952.9591836734694, 655, 2644.1357910728884, 6991454.08163265, 55, 1855, 6105, 55, 6105, 55, -154.4387755102041, 5659.4897959183672, 0.69651428493240664
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 4, 49, 55, 6955, 1879.4897959183672, 655, 2628.0958420693182, 6906887.7551020393, 355, 1255, 6005, 105, 6005, 124.23076923076923, -145.92857142857142, 5381.775510204081, 0.62948168975069252
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 5, 46, 55, 6955, 2076.7391304347825, 655, 2683.6056212556232, 7201739.13043478, 55, 1855, 6491.363636363636, 55, 6491.363636363636, 55, -169.472710453284, 5889.875115633673, 0.71851627300768506
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 6, 50, 55, 6955, 2095, 955, 2559.9744896688135, 6553469.3877551025, 355, 2155, 6155, 105, 6155, 124.23076923076923, -149.81992797118846, 5765.5882352941171, 0.7278247621918722
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 7, 50, 55, 6955, 2029, 955, 2565.7723505997251, 6583187.7551020393, 355, 1855, 6105, 80, 6105, 101.15384615384616, -147.32773109243698, 5638.5294117647063, 0.70063478298260362
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 8, 47, 55, 6955, 1969.8936170212767, 655, 2677.8462081537818, 7170860.314523587, 55, 1555, 6464.090909090909, 55, 6464.090909090909, 55, -161.30897317298798, 5680, 0.68218731543319322
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 9, 49, 55, 6955, 2008.0612244897959, 955, 2584.4166041243179, 6679209.1836734712, 355, 1555, 6055, 105, 6055, 124.23076923076923, -148.59183673469389, 5574.2653061224491, 0.67491595531366411
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 10, 47, 55, 6955, 1906.063829787234, 655, 2690.7952873538861, 7240379.2784458827, 55, 1255, 6436.818181818182, 55, 6436.818181818182, 55, -158.36031452358927, 5548.3510638297876, 0.65116229292643979
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 11, 49, 55, 6955, 1995.8163265306123, 955, 2588.0267875470736, 6697882.653061226, 355, 1555, 6055, 105, 6055, 147.30769230769232, -147.5204081632653, 5536.3061224489793, 0.66336341251613917
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 12, 46, 55, 6955, 2076.7391304347825, 655, 2683.6056212556232, 7201739.13043478, 55, 1855, 6491.363636363636, 55, 6491.363636363636, 55, -169.472710453284, 5889.875115633673, 0.71851627300768506
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 13, 45, 55, 6955, 2088.3333333333335, 355, 2712.7644403985596, 7359090.9090909092, 355, 1855, 6491.363636363636, 82.272727272727266, 6491.363636363636, 105, -173.83399209486169, 5912.68115942029, 0.708327885021496
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 14, 50, 55, 6955, 1915, 955, 2609.7149738808562, 6810612.244897957, 55, 1555, 6055, 55, 6055, 55, -146.9387755102041, 5515, 0.67366752526253215
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 15, 50, 55, 6955, 2155, 955, 2564.2757659974154, 6575510.2040816313, 355, 2455, 6205, 105, 6205, 124.23076923076923, -152.70108043217286, 5896.1764705882351, 0.7535528177751547
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 16, 50, 55, 6955, 2095, 955, 2559.9744896688135, 6553469.3877551025, 355, 2155, 6155, 105, 6155, 124.23076923076923, -149.81992797118846, 5765.5882352941171, 0.7278247621918722
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 17, 50, 55, 6955, 1975, 955, 2568.56983950372, 6597551.0204081656, 355, 1555, 6055, 105, 6055, 124.23076923076923, -144.0576230492197, 5504.4117647058829, 0.668418815187545
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 18, 48, 55, 6655, 1792.5, 355, 2554.5641257052889, 6525797.8723404268, 355, 1255, 5755, 105, 5755, 105, -144.91966999565784, 5198.1122448979595, 0.63077885460880534
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 19, 48, 55, 6955, 2086.25, 655, 2634.4813571700588, 6940492.021276596, 55, 2155, 6155, 55, 6155, 80, -160.69800260529743, 5862.65306122449, 0.72926734885434363
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 20, 46, 55, 6955, 2011.5217391304348, 655, 2692.0171845177974, 7246956.521739128, 55, 1555, 6464.090909090909, 55, 6464.090909090909, 55, -166.51248843663274, 5758.0527289546717, 0.689306557603051
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 21, 45, 55, 6955, 2088.3333333333335, 355, 2712.7644403985596, 7359090.9090909092, 355, 1855, 6491.363636363636, 82.272727272727266, 6491.363636363636, 155, -173.32015810276684, 5901.3768115942039, 0.70414659661578027
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 22, 48, 55, 6955, 1992.5, 655, 2657.4363746111362, 7061968.08510638, 55, 1855, 6105, 55, 6105, 55, -159.24880590534087, 5734.84693877551, 0.70385417320268151
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 23, 50, 55, 6955, 2095, 955, 2559.9744896688135, 6553469.3877551025, 355, 2155, 6155, 105, 6155, 124.23076923076923, -149.81992797118846, 5765.5882352941171, 0.7278247621918722
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 24, 50, 55, 6955, 1975, 955, 2604.0784338794247, 6781224.4897959167, 55, 1855, 6105, 55, 6105, 55, -149.81992797118846, 5645.5882352941171, 0.70337994352670652
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 25, 48, 55, 6955, 2161.25, 955, 2590.687598697024, 6711662.2340425532, 355, 2155, 6155, 130, 6155, 130, -158.80916196265741, 5893.2653061224491, 0.736507352812034
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 26, 50, 55, 6955, 1975, 955, 2568.56983950372, 6597551.0204081656, 355, 1555, 6055, 105, 6055, 124.23076923076923, -144.0576230492197, 5504.4117647058829, 0.668418815187545
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 27, 46, 55, 6955, 2076.7391304347825, 955, 2661.153721684409, 7081739.13043478, 55, 1555, 6464.090909090909, 55, 6464.090909090909, 55, -165.77243293246994, 5806.6188714153559, 0.6991319371873651
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 28, 48, 55, 6955, 2092.5, 655, 2628.4551728619381, 6908776.5957446806, 355, 2155, 6155, 105, 6155, 105, -159.8349978289188, 5848.6224489795914, 0.72476745060107017
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 29, 48, 55, 6955, 2042.5, 355, 2658.6370688436937, 7068351.0638297871, 355, 2155, 6155, 105, 6155, 105, -159.9001302648719, 5800.15306122449, 0.708982629732946
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 30, 50, 55, 6955, 1849, 655, 2610.7634351441561, 6816085.7142857146, 355, 1255, 6005, 80, 6005, 124.23076923076923, -141.33493397358944, 5311.7058823529414, 0.6227631861911076
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 31, 46, 55, 6955, 2207.1739130434785, 655, 2684.2536004081931, 7205217.3913043477, 55, 2455, 6545.909090909091, 55, 6545.909090909091, 55, -175.3931544865865, 6153.5198889916746, 0.76922365846518881
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 32, 48, 55, 6955, 1992.5, 655, 2657.4363746111362, 7061968.08510638, 55, 1855, 6105, 55, 6105, 55, -159.24880590534087, 5734.84693877551, 0.70385417320268151
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 33, 45, 55, 6955, 2055, 655, 2706.0538192591939, 7322727.27272727, 55, 1555, 6464.090909090909, 55, 6464.090909090909, 55, -171.93675889328063, 5837.608695652174, 0.69639190054541045
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 34, 44, 55, 6955, 2202.7272727272725, 655, 2683.2372531045776, 7199762.1564481994, 355, 1855, 6491.363636363636, 109.54545454545455, 6491.363636363636, 136.81818181818181, -177.99154334038053, 6029.545454545454, 0.72604666015699526
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 35, 42, 55, 6955, 2390.7142857142858, 955, 2697.5889350895864, 7276986.0627177693, 55, 2155, 6955, 55, 6955, 55, -194.74110687950733, 6382.9069767441861, 0.78433252536985731
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 36, 49, 55, 6955, 2075.408163265306, 955, 2615.1784190118474, 6839158.1632653065, 55, 2155, 6155, 55, 6155, 55, -157.19387755102042, 5848.0612244897966, 0.7376552621272312
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 37, 45, 55, 6955, 1955, 355, 2736.1220068490434, 7486363.6363636367, 355, 1255, 6436.818181818182, 82.272727272727266, 6436.818181818182, 105, -167.98418972332016, 5650.652173913044, 0.650212027617587
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 38, 45, 55, 6955, 2188.3333333333335, 955, 2662.0224710478374, 7086363.6363636339, 55, 1855, 6491.363636363636, 55, 6491.363636363636, 55, -173.91304347826087, 6014.420289855072, 0.73625791337814084
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 39, 48, 55, 6955, 1992.5, 955, 2626.9977200744956, 6901117.0212765979, 355, 1555, 6055, 105, 6055, 105, -153.84281372123317, 5607.8061224489793, 0.6721885467376747
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 40, 50, 55, 6955, 1975, 955, 2568.56983950372, 6597551.0204081656, 355, 1555, 6055, 105, 6055, 124.23076923076923, -144.0576230492197, 5504.4117647058829, 0.668418815187545
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 41, 49, 55, 6955, 2001.9387755102041, 955, 2588.7659576859141, 6701709.1836734684, 355, 1555, 6055, 80, 6055, 124.23076923076923, -148.83673469387756, 5574.0204081632655, 0.67486907467254365
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 42, 50, 55, 6955, 2095, 955, 2559.9744896688135, 6553469.3877551025, 355, 2155, 6155, 105, 6155, 124.23076923076923, -149.81992797118846, 5765.5882352941171, 0.7278247621918722
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 43, 50, 55, 6955, 1975, 955, 2568.56983950372, 6597551.0204081656, 355, 1555, 6055, 105, 6055, 124.23076923076923, -144.0576230492197, 5504.4117647058829, 0.668418815187545
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 44, 50, 55, 6955, 1975, 655, 2589.9334165265363, 6707755.102040818, 355, 1855, 6105, 105, 6105, 124.23076923076923, -146.9387755102041, 5575, 0.68399758589087334
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 45, 46, 55, 6955, 1887.608695652174, 955, 2730.0023889143868, 7452913.0434782589, 55, 955, 6409.545454545455, 55, 6409.545454545455, 55, -161.68362627197041, 5525.4902867715082, 0.63194673087241893
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 46, 50, 55, 6955, 1975, 955, 2568.56983950372, 6597551.0204081656, 355, 1555, 6055, 105, 6055, 124.23076923076923, -144.0576230492197, 5504.4117647058829, 0.668418815187545
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 47, 49, 55, 6955, 2191.7346938775509, 955, 2577.5225409256054, 6643622.4489795892, 355, 2455, 6205, 105, 6205, 147.30769230769232, -157.22448979591837, 5965.1224489795914, 0.75966179011634583
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 48, 45, 55, 6955, 1948.3333333333333, 355, 2740.4710942065813, 7510181.8181818165, 355, 1255, 6436.818181818182, 55, 6436.818181818182, 130, -167.74703557312253, 5638.768115942029, 0.64632113280062065
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 49, 49, 55, 6955, 2075.408163265306, 655, 2650.7844430027326, 7026658.1632653065, 55, 2455, 6205, 55, 6205, 55, -160.25510204081633, 5921.5306122448983, 0.74620772749550746
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 50, 45, 55, 6955, 2121.6666666666665, 655, 2696.3780420138687, 7270454.545454544, 55, 1855, 6491.363636363636, 55, 6491.363636363636, 55, -174.901185770751, 5969.492753623188, 0.725793448298443
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 1, 48, 29, 6329, 2162.3333333333335, 129, 2977.7424929986687, 8866950.3546099272, 29, 6329, 6329, 29, 6329, 29, -175.07598784194528, 6276.6190476190477, 0.67754003997189938
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 2, 43, 29, 6329, 2410.3953488372094, 129, 3052.4974797348109, 9317740.8637873735, 29, 6329, 6329, 29, 6329, 29, -204.8927816369677, 6713.1437632135312, 0.71036666758042744
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 3, 44, 29, 6329, 2342.6363636363635, 129, 3048.49111811919, 9293298.09725159, 29, 6329, 6329, 29, 6329, 47.18181818181818, -198.3509513742072, 6607.181818181818, 0.69852612252302548
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 4, 44, 29, 6329, 2319.909090909091, 29, 3065.6247272436208, 9398054.9682875257, 29, 6329, 6329, 29, 6329, 29, -198.90063424947147, 6596.2727272727279, 0.6945736434108527
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 5, 46, 29, 6229, 2185.521739130435, 29, 2985.5691565270763, 8913623.1884057987, 29, 6229, 6229, 29, 6229, 29, -183.53376503237743, 6315.0314523589268, 0.68085106382978755
